X1,Y1
1,60.422368
2,56.1665688
3,52.33260778
4,48.8840508
5,45.78860221
6,43.01779675
7,40.54672341
8,38.35377622
9,36.42042682
10,34.7310137
11,33.27254297
12,32.03449542
13,31.00863485
14,30.18881256
15,29.57076347
16,29.15188947
17,28.93102622
18,28.90819058
19,29.08430639
20,29.46090784
21,30.03982074
22,30.82282335
23,31.81129033
24,33.0058246
25,34.40588377
26,36.00940922
27,37.81246734
28,39.80891354
29,41.99009056
30,44.34457288
31,46.85796913
32,49.51279367
33,52.28841747
34,55.16110685
35,58.10415598
36,61.08811697
37,64.08112759
38,67.04933386
39,69.95740066
40,72.76910043
41,75.44796622
42,77.95799266
43,80.2643656
44,82.33419939
45,84.13725967
46,85.64664916
47,86.83943467
48,87.69719508
49,88.20647236
50,88.35911111
51,88.15247584
52,87.58953946
53,86.67884145
54,85.43431853
55,83.8750156
56,82.02468876
57,79.9113162
58,77.56653558
59,75.02502882
60,72.32387652
61,69.50190438
62,66.59904342
63,63.65572405
64,60.71232149
65,57.80866694
66,54.98363509
67,52.27481401
68,49.71825969
69,47.34833239
70,45.1976083
71,43.29685592
72,41.67506312
73,40.35949876
74,39.37579014
75,38.74799751
76,38.49866609
77,38.64883759
78,39.21800476
79,40.22399555
80,41.68277695
81,43.60817272
82,46.0114945
83,48.90109043
84,52.28182121
85,56.15447854
86,60.51516619
87,65.35466808
88,70.65783177
89,76.40299839
90,82.56151154
91,89.09733803
92,95.96683191
93,103.1186706
94,110.4939875
95,118.0267203
96,125.6441859
97,133.2678867
98,140.8145424
99,148.1973337
100,155.3273341
101,162.1150979
102,168.4723643
103,174.3138309
104,179.5589449
105,184.1336571
106,187.9720827
107,191.0180153
108,193.226242
109,194.5636153
110,195.009844
111,194.557975
112,193.2145488
113,190.9994226
114,187.9452659
115,184.0967462
116,179.5094326
117,174.2484536
118,168.3869537
119,162.0044008
120,155.1847975
121,148.0148514
122,140.582162
123,132.9734729
124,125.2730396
125,117.5611518
126,109.912844
127,102.3968204
128,95.07460806
129,87.99994804
130,81.21842064
131,74.76729792
132,68.67560648
133,62.96437975
134,57.64707391
135,52.73011928
136,48.21357702
137,44.09187121
138,40.35456683
139,36.98716665
140,33.97190211
141,31.28849719
142,28.91488737
143,26.82788001
144,25.00374616
145,23.41873726
146,22.04952394
147,20.87355673
148,19.86935112
149,19.01670157
150,18.2968303
151,17.69247809
152,17.18794462
153,16.7690864
154,16.42327998
155,16.13935805
156,15.90752524
157,15.71925984
158,15.56720696
159,15.44506756
160,15.34748737
161,15.26994844
162,15.20866586
163,15.16049104
164,15.12282282
165,15.09352686
166,15.07086352
167,15.05342423
168,15.0400759
169,15.02991286
170,15.02221583
171,15.01641715
172,15.01207156
173,15.00883204
174,15.0064297
175,15.00465751
176,15.00335701
177,15.00240762
178,15.00171816
179,15.00122006
180,15.00086208
181,15.00060614
182,15.00042409
183,15.00029527
184,15.00020458
185,15.00014107
186,15.00009681
187,15.00006614
188,15.00004497
189,15.00003045
190,15.00002054
191,15.0000138
192,15.00000924
193,15.00000617
194,15.00000412
195,15.00000275
196,15.00000183
197,15.00000123
198,15.00000083
199,15.00000057
200,15.00000039
201,15.00000028
202,15.0000002
203,15.00000015
204,15.00000011
205,15.00000009
206,15.00000007
207,15.00000006
208,15.00000005
209,15.00000005
210,15.00000004
211,15.00000004
212,15.00000003
213,15.00000003
214,15.00000003
215,15.00000002
216,15.00000002
217,15.00000002
218,15.00000002
219,15.00000002
220,15.00000001
221,15.00000001
222,15.00000001
223,15.00000001
224,15.00000001
225,15.00000001
226,15.00000001
227,15.00000001
228,15.00000001
229,15.00000001
230,15.00000001
231,15
232,15
233,15
234,15
235,15
236,15
237,15
238,15
239,15
240,15
241,15
242,15
243,15
244,15
245,15
246,15
247,15
248,15
249,15
250,15
